REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,1/03/2023 0:05,4404.19,81.82,TRADE
VIC1,1/03/2023 0:10,4413.55,82.72,TRADE
VIC1,1/03/2023 0:15,4378.35,81.12,TRADE
VIC1,1/03/2023 0:20,4398.34,79.84,TRADE
VIC1,1/03/2023 0:25,4377.51,79.71,TRADE
VIC1,1/03/2023 0:30,4357.52,80.69,TRADE
VIC1,1/03/2023 0:35,4365.47,79.72,TRADE
VIC1,1/03/2023 0:40,4337.24,80.01,TRADE
VIC1,1/03/2023 0:45,4302.49,79.97,TRADE
VIC1,1/03/2023 0:50,4305.06,77.2,TRADE
VIC1,1/03/2023 0:55,4228.63,70,TRADE
VIC1,1/03/2023 1:00,4234.29,63.78,TRADE
VIC1,1/03/2023 1:05,4310.11,77.21,TRADE
VIC1,1/03/2023 1:10,4246.37,70,TRADE
VIC1,1/03/2023 1:15,4154.61,50.17,TRADE
VIC1,1/03/2023 1:20,4204.58,69.97,TRADE
VIC1,1/03/2023 1:25,4158.5,65.88,TRADE
VIC1,1/03/2023 1:30,4151.04,51.29,TRADE
VIC1,1/03/2023 1:35,4101.21,60.44,TRADE
VIC1,1/03/2023 1:40,4003.3,45.44,TRADE
VIC1,1/03/2023 1:45,4071.17,62.7,TRADE
VIC1,1/03/2023 1:50,4074.64,55.4,TRADE
VIC1,1/03/2023 1:55,3959.42,52.02,TRADE
VIC1,1/03/2023 2:00,4053.4,62.39,TRADE
VIC1,1/03/2023 2:05,4054.01,64.98,TRADE
VIC1,1/03/2023 2:10,4046.85,64.72,TRADE
VIC1,1/03/2023 2:15,4006.77,60.38,TRADE
VIC1,1/03/2023 2:20,3965.91,55.67,TRADE
VIC1,1/03/2023 2:25,4009.78,60.96,TRADE
VIC1,1/03/2023 2:30,3996.64,57.05,TRADE
VIC1,1/03/2023 2:35,3979.02,56.45,TRADE
VIC1,1/03/2023 2:40,3997.03,52.1,TRADE
VIC1,1/03/2023 2:45,4007.98,53.04,TRADE
VIC1,1/03/2023 2:50,4007.42,51.89,TRADE
VIC1,1/03/2023 2:55,3983.01,50.97,TRADE
VIC1,1/03/2023 3:00,3950.49,49.06,TRADE
VIC1,1/03/2023 3:05,3984.54,52.53,TRADE
VIC1,1/03/2023 3:10,4018.4,53.39,TRADE
VIC1,1/03/2023 3:15,3959.27,49.13,TRADE
VIC1,1/03/2023 3:20,3967.97,49.78,TRADE
VIC1,1/03/2023 3:25,4019.21,56.03,TRADE
VIC1,1/03/2023 3:30,4012.3,57.73,TRADE
VIC1,1/03/2023 3:35,4020.22,63.74,TRADE
VIC1,1/03/2023 3:40,4011.32,64.1,TRADE
VIC1,1/03/2023 3:45,3955.26,63.3,TRADE
VIC1,1/03/2023 3:50,4029.15,70,TRADE
VIC1,1/03/2023 3:55,4014.92,70,TRADE
VIC1,1/03/2023 4:00,4004.1,70,TRADE
VIC1,1/03/2023 4:05,4070.23,79.74,TRADE
VIC1,1/03/2023 4:10,4101.41,79.74,TRADE
VIC1,1/03/2023 4:15,4131.78,80.18,TRADE
VIC1,1/03/2023 4:20,4167.48,84.24,TRADE
VIC1,1/03/2023 4:25,4144.04,80.95,TRADE
VIC1,1/03/2023 4:30,4178.59,84.43,TRADE
VIC1,1/03/2023 4:35,4194.11,81.85,TRADE
VIC1,1/03/2023 4:40,4217.75,86.21,TRADE
VIC1,1/03/2023 4:45,4256.69,84.76,TRADE
VIC1,1/03/2023 4:50,4280.7,99.66,TRADE
VIC1,1/03/2023 4:55,4285.15,100.24,TRADE
VIC1,1/03/2023 5:00,4333.45,102.74,TRADE
VIC1,1/03/2023 5:05,4437.86,102.79,TRADE
VIC1,1/03/2023 5:10,4529.31,119.6,TRADE
VIC1,1/03/2023 5:15,4559.51,129.06,TRADE
VIC1,1/03/2023 5:20,4625,132.06,TRADE
VIC1,1/03/2023 5:25,4667.59,144.08,TRADE
VIC1,1/03/2023 5:30,4703.89,137.28,TRADE
VIC1,1/03/2023 5:35,4727.07,117.02,TRADE
VIC1,1/03/2023 5:40,4770.89,117.02,TRADE
VIC1,1/03/2023 5:45,4803.88,119.39,TRADE
VIC1,1/03/2023 5:50,4822.61,132.71,TRADE
VIC1,1/03/2023 5:55,4898.3,131.68,TRADE
VIC1,1/03/2023 6:00,4948.1,140.23,TRADE
VIC1,1/03/2023 6:05,5024.7,111.67,TRADE
VIC1,1/03/2023 6:10,5081.45,108.85,TRADE
VIC1,1/03/2023 6:15,5190.51,135.01,TRADE
VIC1,1/03/2023 6:20,5271.36,147.02,TRADE
VIC1,1/03/2023 6:25,5305.76,147.02,TRADE
VIC1,1/03/2023 6:30,5329,117.02,TRADE
VIC1,1/03/2023 6:35,5331.84,117.02,TRADE
VIC1,1/03/2023 6:40,5400.31,117.02,TRADE
VIC1,1/03/2023 6:45,5344.1,91.68,TRADE
VIC1,1/03/2023 6:50,5354.75,87.97,TRADE
VIC1,1/03/2023 6:55,5382.45,95.2,TRADE
VIC1,1/03/2023 7:00,5310.86,79.74,TRADE
VIC1,1/03/2023 7:05,5197.37,79.74,TRADE
VIC1,1/03/2023 7:10,5201.48,80,TRADE
VIC1,1/03/2023 7:15,5197.45,79.74,TRADE
VIC1,1/03/2023 7:20,5204.23,79.74,TRADE
VIC1,1/03/2023 7:25,5162.48,79.74,TRADE
VIC1,1/03/2023 7:30,5191.52,74.45,TRADE
VIC1,1/03/2023 7:35,5108.62,79.74,TRADE
VIC1,1/03/2023 7:40,5071.34,79.74,TRADE
VIC1,1/03/2023 7:45,5035.85,79.71,TRADE
VIC1,1/03/2023 7:50,4987.47,72.73,TRADE
VIC1,1/03/2023 7:55,4985.53,71.99,TRADE
VIC1,1/03/2023 8:00,4982.56,73.81,TRADE
VIC1,1/03/2023 8:05,4946.26,25.9,TRADE
VIC1,1/03/2023 8:10,4996.32,25.66,TRADE
VIC1,1/03/2023 8:15,5006.03,5.2,TRADE
VIC1,1/03/2023 8:20,4955.56,4.07,TRADE
VIC1,1/03/2023 8:25,4893.62,5.19,TRADE
VIC1,1/03/2023 8:30,4850.81,3.71,TRADE
VIC1,1/03/2023 8:35,4811.74,21.02,TRADE
VIC1,1/03/2023 8:40,4757.03,2.98,TRADE
VIC1,1/03/2023 8:45,4724.45,3.81,TRADE
VIC1,1/03/2023 8:50,4697.67,8.94,TRADE
VIC1,1/03/2023 8:55,4707.94,6.15,TRADE
VIC1,1/03/2023 9:00,4669.42,-38,TRADE
VIC1,1/03/2023 9:05,4604.6,-3.71,TRADE
VIC1,1/03/2023 9:10,4529.6,4.7,TRADE
VIC1,1/03/2023 9:15,4468.09,-50.01,TRADE
VIC1,1/03/2023 9:20,4500.52,-44,TRADE
VIC1,1/03/2023 9:25,4419.16,-38,TRADE
VIC1,1/03/2023 9:30,4318.56,-44,TRADE
VIC1,1/03/2023 9:35,4352.14,-39.34,TRADE
VIC1,1/03/2023 9:40,4273.56,-44,TRADE
VIC1,1/03/2023 9:45,4274.06,-38,TRADE
VIC1,1/03/2023 9:50,4194.68,-42.93,TRADE
VIC1,1/03/2023 9:55,4275.04,-39.34,TRADE
VIC1,1/03/2023 10:00,4167.71,-44,TRADE
VIC1,1/03/2023 10:05,4241.17,-38,TRADE
VIC1,1/03/2023 10:10,4211.55,-35.56,TRADE
VIC1,1/03/2023 10:15,4256.28,3.05,TRADE
VIC1,1/03/2023 10:20,4293.14,-29.32,TRADE
VIC1,1/03/2023 10:25,4258.51,-35.99,TRADE
VIC1,1/03/2023 10:30,4269.12,-32.94,TRADE
VIC1,1/03/2023 10:35,4297.52,-12.64,TRADE
VIC1,1/03/2023 10:40,4276.68,-9.3,TRADE
VIC1,1/03/2023 10:45,4304.16,-9.38,TRADE
VIC1,1/03/2023 10:50,4236.18,-38,TRADE
VIC1,1/03/2023 10:55,4228.68,-35.29,TRADE
VIC1,1/03/2023 11:00,4206.63,-38,TRADE
VIC1,1/03/2023 11:05,4182.6,-38,TRADE
VIC1,1/03/2023 11:10,4181.24,-14.08,TRADE
VIC1,1/03/2023 11:15,4170.02,-5.3,TRADE
VIC1,1/03/2023 11:20,4160.3,-3.64,TRADE
VIC1,1/03/2023 11:25,4153.98,-38,TRADE
VIC1,1/03/2023 11:30,4154.69,-19.99,TRADE
VIC1,1/03/2023 11:35,4105.95,-19.99,TRADE
VIC1,1/03/2023 11:40,4101.69,-19.99,TRADE
VIC1,1/03/2023 11:45,4110.1,-16.28,TRADE
VIC1,1/03/2023 11:50,4045.5,-38,TRADE
VIC1,1/03/2023 11:55,4026.76,-38,TRADE
VIC1,1/03/2023 12:00,3975.24,-38.7,TRADE
VIC1,1/03/2023 12:05,3973.7,-38,TRADE
VIC1,1/03/2023 12:10,4018.95,-36.02,TRADE
VIC1,1/03/2023 12:15,3952.51,-29.69,TRADE
VIC1,1/03/2023 12:20,3949.86,-44,TRADE
VIC1,1/03/2023 12:25,4004.97,-38,TRADE
VIC1,1/03/2023 12:30,3875.87,-44,TRADE
VIC1,1/03/2023 12:35,3988.14,-38,TRADE
VIC1,1/03/2023 12:40,3870.97,-38.97,TRADE
VIC1,1/03/2023 12:45,3862.41,-15.17,TRADE
VIC1,1/03/2023 12:50,3895.19,-20.08,TRADE
VIC1,1/03/2023 12:55,3871.71,-38,TRADE
VIC1,1/03/2023 13:00,3826.25,-38,TRADE
VIC1,1/03/2023 13:05,3836.24,-38,TRADE
VIC1,1/03/2023 13:10,3876.44,-33.93,TRADE
VIC1,1/03/2023 13:15,3845.89,-38,TRADE
VIC1,1/03/2023 13:20,3820.89,-38,TRADE
VIC1,1/03/2023 13:25,3825.68,-38,TRADE
VIC1,1/03/2023 13:30,3837.22,-38,TRADE
VIC1,1/03/2023 13:35,3805.88,-44,TRADE
VIC1,1/03/2023 13:40,3838.22,-44,TRADE
VIC1,1/03/2023 13:45,3800.46,-44,TRADE
VIC1,1/03/2023 13:50,3822.42,-39.34,TRADE
VIC1,1/03/2023 13:55,3729.78,-50.01,TRADE
VIC1,1/03/2023 14:00,3774.23,-44,TRADE
VIC1,1/03/2023 14:05,3758.76,-50.01,TRADE
VIC1,1/03/2023 14:10,3777.53,-44,TRADE
VIC1,1/03/2023 14:15,3716.95,-44,TRADE
VIC1,1/03/2023 14:20,3720.47,-50.01,TRADE
VIC1,1/03/2023 14:25,3715.99,-44,TRADE
VIC1,1/03/2023 14:30,3711.87,-50.01,TRADE
VIC1,1/03/2023 14:35,3714.14,-50.01,TRADE
VIC1,1/03/2023 14:40,3706.7,-39.34,TRADE
VIC1,1/03/2023 14:45,3670.24,-50.01,TRADE
VIC1,1/03/2023 14:50,3816.13,-50.01,TRADE
VIC1,1/03/2023 14:55,3776.72,-44,TRADE
VIC1,1/03/2023 15:00,3804.9,-44,TRADE
VIC1,1/03/2023 15:05,3793.49,-50.01,TRADE
VIC1,1/03/2023 15:10,3848.87,-44,TRADE
VIC1,1/03/2023 15:15,3842.5,-44,TRADE
VIC1,1/03/2023 15:20,3895.23,-38.7,TRADE
VIC1,1/03/2023 15:25,3874.69,-38,TRADE
VIC1,1/03/2023 15:30,3896.1,-38,TRADE
VIC1,1/03/2023 15:35,3922.19,-38,TRADE
VIC1,1/03/2023 15:40,3958.46,-38,TRADE
VIC1,1/03/2023 15:45,4013.36,-38,TRADE
VIC1,1/03/2023 15:50,4035.94,-38,TRADE
VIC1,1/03/2023 15:55,4064.78,-38,TRADE
VIC1,1/03/2023 16:00,4109.85,-38,TRADE
VIC1,1/03/2023 16:05,4145.16,-38,TRADE
VIC1,1/03/2023 16:10,4136.77,-39.34,TRADE
VIC1,1/03/2023 16:15,4214.03,-38,TRADE
VIC1,1/03/2023 16:20,4253.55,-38,TRADE
VIC1,1/03/2023 16:25,4307.82,-37.97,TRADE
VIC1,1/03/2023 16:30,4367.77,-38,TRADE
VIC1,1/03/2023 16:35,4497.77,-11.56,TRADE
VIC1,1/03/2023 16:40,4549.99,-11.81,TRADE
VIC1,1/03/2023 16:45,4506.19,-11.73,TRADE
VIC1,1/03/2023 16:50,4651.71,8.94,TRADE
VIC1,1/03/2023 16:55,4771.46,13.15,TRADE
VIC1,1/03/2023 17:00,4785.68,25.24,TRADE
VIC1,1/03/2023 17:05,4854.78,17.93,TRADE
VIC1,1/03/2023 17:10,4848.06,16.14,TRADE
VIC1,1/03/2023 17:15,4932.42,24.98,TRADE
VIC1,1/03/2023 17:20,4989.06,32.94,TRADE
VIC1,1/03/2023 17:25,4879.85,25.63,TRADE
VIC1,1/03/2023 17:30,5098.83,28.54,TRADE
VIC1,1/03/2023 17:35,5044.85,7.09,TRADE
VIC1,1/03/2023 17:40,5102.03,9,TRADE
VIC1,1/03/2023 17:45,5156.59,33.61,TRADE
VIC1,1/03/2023 17:50,5150.33,33.18,TRADE
VIC1,1/03/2023 17:55,5215.72,129.13,TRADE
VIC1,1/03/2023 18:00,5260.77,132.61,TRADE
VIC1,1/03/2023 18:05,5273.89,116.6,TRADE
VIC1,1/03/2023 18:10,5353.55,117.02,TRADE
VIC1,1/03/2023 18:15,5308.82,117.02,TRADE
VIC1,1/03/2023 18:20,5351.9,118.28,TRADE
VIC1,1/03/2023 18:25,5346.39,136.1,TRADE
VIC1,1/03/2023 18:30,5277.37,136.15,TRADE
VIC1,1/03/2023 18:35,5294.05,137.64,TRADE
VIC1,1/03/2023 18:40,5253.21,143.76,TRADE
VIC1,1/03/2023 18:45,5221.59,117.84,TRADE
VIC1,1/03/2023 18:50,5273.64,119.05,TRADE
VIC1,1/03/2023 18:55,5256.31,117.02,TRADE
VIC1,1/03/2023 19:00,5221.79,115.04,TRADE
VIC1,1/03/2023 19:05,5219.05,85.2,TRADE
VIC1,1/03/2023 19:10,5271.71,106.47,TRADE
VIC1,1/03/2023 19:15,5289.1,110.28,TRADE
VIC1,1/03/2023 19:20,5236.77,110,TRADE
VIC1,1/03/2023 19:25,5324.54,111.16,TRADE
VIC1,1/03/2023 19:30,5259.31,110.04,TRADE
VIC1,1/03/2023 19:35,5301,116.13,TRADE
VIC1,1/03/2023 19:40,5263.28,110.09,TRADE
VIC1,1/03/2023 19:45,5249.79,108.18,TRADE
VIC1,1/03/2023 19:50,5250.59,109.2,TRADE
VIC1,1/03/2023 19:55,5228.27,109.25,TRADE
VIC1,1/03/2023 20:00,5199.85,106.45,TRADE
VIC1,1/03/2023 20:05,5204.79,110.1,TRADE
VIC1,1/03/2023 20:10,5143.39,109,TRADE
VIC1,1/03/2023 20:15,5134.55,108.92,TRADE
VIC1,1/03/2023 20:20,5127.36,106.26,TRADE
VIC1,1/03/2023 20:25,5108.54,98.98,TRADE
VIC1,1/03/2023 20:30,5063.71,97.02,TRADE
VIC1,1/03/2023 20:35,5064.59,105.11,TRADE
VIC1,1/03/2023 20:40,5044.45,97.96,TRADE
VIC1,1/03/2023 20:45,5078.14,98.8,TRADE
VIC1,1/03/2023 20:50,5028.79,90.71,TRADE
VIC1,1/03/2023 20:55,4990.74,83.05,TRADE
VIC1,1/03/2023 21:00,4976.43,79.74,TRADE
VIC1,1/03/2023 21:05,4925.55,95.88,TRADE
VIC1,1/03/2023 21:10,4939.75,86.66,TRADE
VIC1,1/03/2023 21:15,4842.29,82.98,TRADE
VIC1,1/03/2023 21:20,4868.76,87.87,TRADE
VIC1,1/03/2023 21:25,4805.61,81.91,TRADE
VIC1,1/03/2023 21:30,4743.3,79.74,TRADE
VIC1,1/03/2023 21:35,4749.39,85.22,TRADE
VIC1,1/03/2023 21:40,4764.25,86.99,TRADE
VIC1,1/03/2023 21:45,4730.71,94.22,TRADE
VIC1,1/03/2023 21:50,4675.32,81.87,TRADE
VIC1,1/03/2023 21:55,4679.14,80.57,TRADE
VIC1,1/03/2023 22:00,4624.77,79.89,TRADE
VIC1,1/03/2023 22:05,4550.18,101,TRADE
VIC1,1/03/2023 22:10,4607.97,106.09,TRADE
VIC1,1/03/2023 22:15,4591.44,95.16,TRADE
VIC1,1/03/2023 22:20,4500.17,83.05,TRADE
VIC1,1/03/2023 22:25,4491.53,85.43,TRADE
VIC1,1/03/2023 22:30,4600.9,96.97,TRADE
VIC1,1/03/2023 22:35,4532.62,95.14,TRADE
VIC1,1/03/2023 22:40,4538.58,95.12,TRADE
VIC1,1/03/2023 22:45,4548.05,94.04,TRADE
VIC1,1/03/2023 22:50,4514.1,84.72,TRADE
VIC1,1/03/2023 22:55,4535.85,88.9,TRADE
VIC1,1/03/2023 23:00,4486.93,80.66,TRADE
VIC1,1/03/2023 23:05,4596.9,97.07,TRADE
VIC1,1/03/2023 23:10,4645.91,92.78,TRADE
VIC1,1/03/2023 23:15,4774.32,107.94,TRADE
VIC1,1/03/2023 23:20,4740.13,97.24,TRADE
VIC1,1/03/2023 23:25,4739.92,85.13,TRADE
VIC1,1/03/2023 23:30,4759.81,88.79,TRADE
VIC1,1/03/2023 23:35,4755.79,88.43,TRADE
VIC1,1/03/2023 23:40,4730.16,90.35,TRADE
VIC1,1/03/2023 23:45,4676.99,89.09,TRADE
VIC1,1/03/2023 23:50,4603.7,90.33,TRADE
VIC1,1/03/2023 23:55,4579.76,88.88,TRADE
VIC1,2/03/2023 0:00,4596.47,92.87,TRADE
VIC1,2/03/2023 0:05,4549.41,91.97,TRADE
VIC1,2/03/2023 0:10,4549.85,105.11,TRADE
VIC1,2/03/2023 0:15,4541.32,105.72,TRADE
VIC1,2/03/2023 0:20,4507.47,105.77,TRADE
VIC1,2/03/2023 0:25,4494.25,102.1,TRADE
VIC1,2/03/2023 0:30,4471.26,101.86,TRADE
VIC1,2/03/2023 0:35,4390.54,93.05,TRADE
VIC1,2/03/2023 0:40,4391.13,95.49,TRADE
VIC1,2/03/2023 0:45,4399.26,93.53,TRADE
VIC1,2/03/2023 0:50,4385.37,87.86,TRADE
VIC1,2/03/2023 0:55,4342.44,91.07,TRADE
VIC1,2/03/2023 1:00,4350.27,88.55,TRADE
VIC1,2/03/2023 1:05,4286.7,87.01,TRADE
VIC1,2/03/2023 1:10,4329.76,91.71,TRADE
VIC1,2/03/2023 1:15,4258.4,88.14,TRADE
VIC1,2/03/2023 1:20,4248.12,86.84,TRADE
VIC1,2/03/2023 1:25,4266.71,88.2,TRADE
VIC1,2/03/2023 1:30,4230.8,79.8,TRADE
VIC1,2/03/2023 1:35,4219.26,91.17,TRADE
VIC1,2/03/2023 1:40,4188.11,102.3,TRADE
VIC1,2/03/2023 1:45,4184.4,101.72,TRADE
VIC1,2/03/2023 1:50,4162.11,89.88,TRADE
VIC1,2/03/2023 1:55,4174.43,88.91,TRADE
VIC1,2/03/2023 2:00,4110.19,88.06,TRADE
VIC1,2/03/2023 2:05,4119.88,89.6,TRADE
VIC1,2/03/2023 2:10,4154.1,102.28,TRADE
VIC1,2/03/2023 2:15,4137.89,89.59,TRADE
VIC1,2/03/2023 2:20,4108.99,87.02,TRADE
VIC1,2/03/2023 2:25,4125.59,86.72,TRADE
VIC1,2/03/2023 2:30,4127.8,87.71,TRADE
VIC1,2/03/2023 2:35,4136.73,91.07,TRADE
VIC1,2/03/2023 2:40,4009.92,88.93,TRADE
VIC1,2/03/2023 2:45,4054.41,90.98,TRADE
VIC1,2/03/2023 2:50,4050.11,91.09,TRADE
VIC1,2/03/2023 2:55,4059.22,91.99,TRADE
VIC1,2/03/2023 3:00,4029.28,88.78,TRADE
VIC1,2/03/2023 3:05,4083.94,89.2,TRADE
VIC1,2/03/2023 3:10,4102.05,100.7,TRADE
VIC1,2/03/2023 3:15,4094,91.25,TRADE
VIC1,2/03/2023 3:20,4103.8,92.72,TRADE
VIC1,2/03/2023 3:25,4112.76,92.53,TRADE
VIC1,2/03/2023 3:30,4122.34,100.71,TRADE
VIC1,2/03/2023 3:35,4059.59,88.62,TRADE
VIC1,2/03/2023 3:40,4089.18,89.47,TRADE
VIC1,2/03/2023 3:45,4134.34,92.72,TRADE
VIC1,2/03/2023 3:50,4135.4,100.71,TRADE
VIC1,2/03/2023 3:55,4100.1,100.19,TRADE
VIC1,2/03/2023 4:00,4170.41,108.32,TRADE
VIC1,2/03/2023 4:05,4189.3,79.74,TRADE
VIC1,2/03/2023 4:10,4216.19,89.05,TRADE
VIC1,2/03/2023 4:15,4222.42,87.32,TRADE
VIC1,2/03/2023 4:20,4175.25,88.18,TRADE
VIC1,2/03/2023 4:25,4260.32,94.63,TRADE
VIC1,2/03/2023 4:30,4294.52,99.24,TRADE
VIC1,2/03/2023 4:35,4206.74,93.61,TRADE
VIC1,2/03/2023 4:40,4357.34,115.2,TRADE
VIC1,2/03/2023 4:45,4339.41,128.02,TRADE
VIC1,2/03/2023 4:50,4366.88,128.02,TRADE
VIC1,2/03/2023 4:55,4354.83,105.74,TRADE
VIC1,2/03/2023 5:00,4406.63,106.68,TRADE
VIC1,2/03/2023 5:05,4401.65,97.36,TRADE
VIC1,2/03/2023 5:10,4486.87,132.35,TRADE
VIC1,2/03/2023 5:15,4535.01,131.7,TRADE
VIC1,2/03/2023 5:20,4623.27,151.62,TRADE
VIC1,2/03/2023 5:25,4672.62,128.02,TRADE
VIC1,2/03/2023 5:30,4655.37,128.02,TRADE
VIC1,2/03/2023 5:35,4784.3,98.61,TRADE
VIC1,2/03/2023 5:40,4880.99,115.22,TRADE
VIC1,2/03/2023 5:45,4890.17,116.05,TRADE
VIC1,2/03/2023 5:50,4958.34,115.2,TRADE
VIC1,2/03/2023 5:55,4942.05,118.43,TRADE
VIC1,2/03/2023 6:00,4980.83,128.02,TRADE
VIC1,2/03/2023 6:05,5038.32,139.94,TRADE
VIC1,2/03/2023 6:10,5233.48,153.87,TRADE
VIC1,2/03/2023 6:15,5275.65,223.79,TRADE
VIC1,2/03/2023 6:20,5259.39,171.63,TRADE
VIC1,2/03/2023 6:25,5385.07,209.9,TRADE
VIC1,2/03/2023 6:30,5403.88,155.45,TRADE
VIC1,2/03/2023 6:35,5435.98,150.67,TRADE
VIC1,2/03/2023 6:40,5388,130.1,TRADE
VIC1,2/03/2023 6:45,5386.79,128.02,TRADE
VIC1,2/03/2023 6:50,5393.5,128.02,TRADE
VIC1,2/03/2023 6:55,5358.22,105.9,TRADE
VIC1,2/03/2023 7:00,5414.26,92.9,TRADE
VIC1,2/03/2023 7:05,5246.1,110.65,TRADE
VIC1,2/03/2023 7:10,5318.62,116.13,TRADE
VIC1,2/03/2023 7:15,5348.41,87.45,TRADE
VIC1,2/03/2023 7:20,5266.05,79.74,TRADE
VIC1,2/03/2023 7:25,5380.88,114.57,TRADE
VIC1,2/03/2023 7:30,5308.41,79.74,TRADE
VIC1,2/03/2023 7:35,5264.95,84.16,TRADE
VIC1,2/03/2023 7:40,5196.13,95.97,TRADE
VIC1,2/03/2023 7:45,5103.31,79.74,TRADE
VIC1,2/03/2023 7:50,5095.33,79.74,TRADE
VIC1,2/03/2023 7:55,5157.01,79.57,TRADE
VIC1,2/03/2023 8:00,5180,79.74,TRADE
VIC1,2/03/2023 8:05,5219.42,98.88,TRADE
VIC1,2/03/2023 8:10,5157.9,85.07,TRADE
VIC1,2/03/2023 8:15,5161.93,84.27,TRADE
VIC1,2/03/2023 8:20,5169.45,84.24,TRADE
VIC1,2/03/2023 8:25,5019.14,79.74,TRADE
VIC1,2/03/2023 8:30,5069.82,79.74,TRADE
VIC1,2/03/2023 8:35,5024.13,92.5,TRADE
VIC1,2/03/2023 8:40,5003.89,91.66,TRADE
VIC1,2/03/2023 8:45,5083.07,93.31,TRADE
VIC1,2/03/2023 8:50,5063.5,91.04,TRADE
VIC1,2/03/2023 8:55,5052.84,92.1,TRADE
VIC1,2/03/2023 9:00,5034.5,86.47,TRADE
VIC1,2/03/2023 9:05,5032.71,93.03,TRADE
VIC1,2/03/2023 9:10,4982.84,78.67,TRADE
VIC1,2/03/2023 9:15,4895.46,29.81,TRADE
VIC1,2/03/2023 9:20,4895.06,76.47,TRADE
VIC1,2/03/2023 9:25,4976.99,77.81,TRADE
VIC1,2/03/2023 9:30,4848.93,20.26,TRADE
VIC1,2/03/2023 9:35,4889.13,19.11,TRADE
VIC1,2/03/2023 9:40,4882.78,19.58,TRADE
VIC1,2/03/2023 9:45,4859.25,75.33,TRADE
VIC1,2/03/2023 9:50,4847.68,75.52,TRADE
VIC1,2/03/2023 9:55,4830.79,20.26,TRADE
VIC1,2/03/2023 10:00,4688.69,20.26,TRADE
VIC1,2/03/2023 10:05,4735.54,20.11,TRADE
VIC1,2/03/2023 10:10,4797.18,20.26,TRADE
VIC1,2/03/2023 10:15,4806.01,19.48,TRADE
VIC1,2/03/2023 10:20,4668.63,19.11,TRADE
VIC1,2/03/2023 10:25,4666.36,8.94,TRADE
VIC1,2/03/2023 10:30,4583.38,-21.68,TRADE
VIC1,2/03/2023 10:35,4662.76,19.88,TRADE
VIC1,2/03/2023 10:40,4646.18,8.94,TRADE
VIC1,2/03/2023 10:45,4702.17,19.11,TRADE
VIC1,2/03/2023 10:50,4581.01,18.54,TRADE
VIC1,2/03/2023 10:55,4598.43,9,TRADE
VIC1,2/03/2023 11:00,4619.31,39.56,TRADE
VIC1,2/03/2023 11:05,4631.76,19.11,TRADE
VIC1,2/03/2023 11:10,4542.29,-38,TRADE
VIC1,2/03/2023 11:15,4612.92,20.75,TRADE
VIC1,2/03/2023 11:20,4606.97,-0.22,TRADE
VIC1,2/03/2023 11:25,4604.46,-38,TRADE
VIC1,2/03/2023 11:30,4552.59,-6.06,TRADE
VIC1,2/03/2023 11:35,4476.83,-13.74,TRADE
VIC1,2/03/2023 11:40,4445.96,-36.97,TRADE
VIC1,2/03/2023 11:45,4496.59,-15.09,TRADE
VIC1,2/03/2023 11:50,4505.43,10.43,TRADE
VIC1,2/03/2023 11:55,4514.94,9,TRADE
VIC1,2/03/2023 12:00,4523.1,17.72,TRADE
VIC1,2/03/2023 12:05,4498.68,-38,TRADE
VIC1,2/03/2023 12:10,4509.87,0,TRADE
VIC1,2/03/2023 12:15,4450.9,9,TRADE
VIC1,2/03/2023 12:20,4445.67,-1.43,TRADE
VIC1,2/03/2023 12:25,4527.51,12.74,TRADE
VIC1,2/03/2023 12:30,4491.55,9,TRADE
VIC1,2/03/2023 12:35,4486.12,9,TRADE
VIC1,2/03/2023 12:40,4469.68,2.33,TRADE
VIC1,2/03/2023 12:45,4496.5,8.7,TRADE
VIC1,2/03/2023 12:50,4419.56,-38,TRADE
VIC1,2/03/2023 12:55,4407.85,2.41,TRADE
VIC1,2/03/2023 13:00,4331.19,-44,TRADE
VIC1,2/03/2023 13:05,4526.09,20.26,TRADE
VIC1,2/03/2023 13:10,4418.03,-16.49,TRADE
VIC1,2/03/2023 13:15,4421.33,-19.99,TRADE
VIC1,2/03/2023 13:20,4380.66,-44,TRADE
VIC1,2/03/2023 13:25,4456.29,14.19,TRADE
VIC1,2/03/2023 13:30,4344.66,-44,TRADE
VIC1,2/03/2023 13:35,4459.21,-38,TRADE
VIC1,2/03/2023 13:40,4319.96,-38,TRADE
VIC1,2/03/2023 13:45,4359.38,-18.12,TRADE
VIC1,2/03/2023 13:50,4293.45,-37.97,TRADE
VIC1,2/03/2023 13:55,4272.24,-38,TRADE
VIC1,2/03/2023 14:00,4304.44,-32.94,TRADE
VIC1,2/03/2023 14:05,4312.68,-25.67,TRADE
VIC1,2/03/2023 14:10,4322.87,-19.99,TRADE
VIC1,2/03/2023 14:15,4323.9,-19.99,TRADE
VIC1,2/03/2023 14:20,4302.53,-19.86,TRADE
VIC1,2/03/2023 14:25,4319.2,-33.48,TRADE
VIC1,2/03/2023 14:30,4297.81,-18.69,TRADE
VIC1,2/03/2023 14:35,4308.76,-18.58,TRADE
VIC1,2/03/2023 14:40,4236.6,-38,TRADE
VIC1,2/03/2023 14:45,4267.13,-38,TRADE
VIC1,2/03/2023 14:50,4295.09,-38,TRADE
