REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,25/03/2023 5:25,3936.55,80.47,TRADE
VIC1,25/03/2023 5:30,4056.88,82.41,TRADE
VIC1,25/03/2023 5:35,4079.62,81.31,TRADE
VIC1,25/03/2023 5:40,4027.58,79.71,TRADE
VIC1,25/03/2023 5:45,4123.92,80.59,TRADE
VIC1,25/03/2023 5:50,4160.94,82.82,TRADE
VIC1,25/03/2023 5:55,4132.38,81.11,TRADE
VIC1,25/03/2023 6:00,4174.98,83.35,TRADE
VIC1,25/03/2023 6:05,4127.35,81.49,TRADE
VIC1,25/03/2023 6:10,4245.3,84.22,TRADE
VIC1,25/03/2023 6:15,4227.36,84.23,TRADE
VIC1,25/03/2023 6:20,4200.23,83.36,TRADE
VIC1,25/03/2023 6:25,4285.4,87.87,TRADE
VIC1,25/03/2023 6:30,4316.25,85.11,TRADE
VIC1,25/03/2023 6:35,4305.73,85.98,TRADE
VIC1,25/03/2023 6:40,4316.65,85.99,TRADE
VIC1,25/03/2023 6:45,4360.37,86.85,TRADE
VIC1,25/03/2023 6:50,4320.45,74.9,TRADE
VIC1,25/03/2023 6:55,4354.76,81.36,TRADE
VIC1,25/03/2023 7:00,4288.69,72.02,TRADE
VIC1,25/03/2023 7:05,4255.62,81.04,TRADE
VIC1,25/03/2023 7:10,4269.43,68.07,TRADE
VIC1,25/03/2023 7:15,4255.37,26.14,TRADE
VIC1,25/03/2023 7:20,4275.23,45.12,TRADE
VIC1,25/03/2023 7:25,4280.85,33.8,TRADE
VIC1,25/03/2023 7:30,4333.72,33.09,TRADE
VIC1,25/03/2023 7:35,4347.63,63.06,TRADE
VIC1,25/03/2023 7:40,4268.36,61.84,TRADE
VIC1,25/03/2023 7:45,4264.93,62.35,TRADE
VIC1,25/03/2023 7:50,4205.95,60.54,TRADE
VIC1,25/03/2023 7:55,4229.83,-20,TRADE
VIC1,25/03/2023 8:00,4192.15,-2.98,TRADE
VIC1,25/03/2023 8:05,4171.78,8.94,TRADE
VIC1,25/03/2023 8:10,4118.19,-0.87,TRADE
VIC1,25/03/2023 8:15,4025.48,-19.99,TRADE
VIC1,25/03/2023 8:20,4073.96,8.94,TRADE
VIC1,25/03/2023 8:25,4067.71,8.94,TRADE
VIC1,25/03/2023 8:30,3962.99,4.14,TRADE
VIC1,25/03/2023 8:35,3969.81,7.69,TRADE
VIC1,25/03/2023 8:40,3930.1,1.96,TRADE
VIC1,25/03/2023 8:45,3873.51,-6.13,TRADE
VIC1,25/03/2023 8:50,3787.41,-19.99,TRADE
VIC1,25/03/2023 8:55,3692.5,-8.69,TRADE
VIC1,25/03/2023 9:00,3621.42,-41.92,TRADE
VIC1,25/03/2023 9:05,3590.7,-21.88,TRADE
VIC1,25/03/2023 9:10,3606.11,-37.97,TRADE
VIC1,25/03/2023 9:15,3502.11,-37.97,TRADE
VIC1,25/03/2023 9:20,3487.39,-37.97,TRADE
VIC1,25/03/2023 9:25,3555.8,-21.68,TRADE
VIC1,25/03/2023 9:30,3464.99,-42.89,TRADE
VIC1,25/03/2023 9:35,3377.94,-42.2,TRADE
VIC1,25/03/2023 9:40,3304.87,-42.89,TRADE
VIC1,25/03/2023 9:45,3296.33,-37.97,TRADE
VIC1,25/03/2023 9:50,3271.6,-38.44,TRADE
VIC1,25/03/2023 9:55,3296.3,-38.44,TRADE
VIC1,25/03/2023 10:00,3339.18,-37.97,TRADE
VIC1,25/03/2023 10:05,3354.11,-37.97,TRADE
VIC1,25/03/2023 10:10,3295.51,-37.97,TRADE
VIC1,25/03/2023 10:15,3259.99,-42.89,TRADE
VIC1,25/03/2023 10:20,3285.24,-37.97,TRADE
VIC1,25/03/2023 10:25,3303.28,-37.97,TRADE
VIC1,25/03/2023 10:30,3319.16,-37.97,TRADE
VIC1,25/03/2023 10:35,3281.66,-35.74,TRADE
VIC1,25/03/2023 10:40,3234.57,-21.56,TRADE
VIC1,25/03/2023 10:45,3271.75,-14.55,TRADE
VIC1,25/03/2023 10:50,3251.56,-20,TRADE
VIC1,25/03/2023 10:55,3218.27,-19.99,TRADE
VIC1,25/03/2023 11:00,3140.64,-19.99,TRADE
VIC1,25/03/2023 11:05,3143.35,-22.77,TRADE
VIC1,25/03/2023 11:10,3142.53,-21.36,TRADE
VIC1,25/03/2023 11:15,3121.59,-19.99,TRADE
VIC1,25/03/2023 11:20,3113.72,-31.01,TRADE
VIC1,25/03/2023 11:25,3028.8,-44,TRADE
VIC1,25/03/2023 11:30,2972.96,-44,TRADE
VIC1,25/03/2023 11:35,2944.43,-44.22,TRADE
VIC1,25/03/2023 11:40,2969.02,-50.01,TRADE
VIC1,25/03/2023 11:45,3090.86,-42.89,TRADE
VIC1,25/03/2023 11:50,2949.77,-44,TRADE
VIC1,25/03/2023 11:55,2910.84,-44,TRADE
VIC1,25/03/2023 12:00,2940.75,-44,TRADE
VIC1,25/03/2023 12:05,2868.32,-44,TRADE
VIC1,25/03/2023 12:10,2843.66,-42.89,TRADE
VIC1,25/03/2023 12:15,2872.63,-42.89,TRADE
VIC1,25/03/2023 12:20,2857.06,-44,TRADE
VIC1,25/03/2023 12:25,2892.34,-44.07,TRADE
VIC1,25/03/2023 12:30,2899.02,-45.78,TRADE
VIC1,25/03/2023 12:35,2940.11,-42.89,TRADE
VIC1,25/03/2023 12:40,2794.14,-44,TRADE
VIC1,25/03/2023 12:45,2922.73,-38.83,TRADE
VIC1,25/03/2023 12:50,2891.26,-42.2,TRADE
VIC1,25/03/2023 12:55,2868.49,-39.58,TRADE
VIC1,25/03/2023 13:00,2828.01,-42.89,TRADE
VIC1,25/03/2023 13:05,2767.48,-57.42,TRADE
VIC1,25/03/2023 13:10,2877.93,-46.52,TRADE
VIC1,25/03/2023 13:15,2856.22,-50.01,TRADE
VIC1,25/03/2023 13:20,2841.91,-44,TRADE
VIC1,25/03/2023 13:25,2833.9,-44,TRADE
VIC1,25/03/2023 13:30,2844.06,-39.08,TRADE
VIC1,25/03/2023 13:35,2917.93,-37.97,TRADE
VIC1,25/03/2023 13:40,2884.13,-37.95,TRADE
VIC1,25/03/2023 13:45,3007.85,-6.82,TRADE
VIC1,25/03/2023 13:50,3022.27,-21.74,TRADE
VIC1,25/03/2023 13:55,3058.03,-21.42,TRADE
VIC1,25/03/2023 14:00,3079.5,-32.43,TRADE
VIC1,25/03/2023 14:05,3054.05,-20.36,TRADE
VIC1,25/03/2023 14:10,3034.86,-26.09,TRADE
VIC1,25/03/2023 14:15,3079.85,-37.69,TRADE
VIC1,25/03/2023 14:20,3118.35,-21.93,TRADE
VIC1,25/03/2023 14:25,3080.69,-22.43,TRADE
VIC1,25/03/2023 14:30,3115.77,-36.69,TRADE
VIC1,25/03/2023 14:35,3084.53,-20,TRADE
VIC1,25/03/2023 14:40,3076.03,-37.97,TRADE
VIC1,25/03/2023 14:45,3117.25,-20,TRADE
VIC1,25/03/2023 14:50,3198.35,-44,TRADE
VIC1,25/03/2023 14:55,3259.66,-44,TRADE
VIC1,25/03/2023 15:00,3283.92,-19.99,TRADE
VIC1,25/03/2023 15:05,3339.94,14.87,TRADE
VIC1,25/03/2023 15:10,3219.11,10.39,TRADE
VIC1,25/03/2023 15:15,3247.96,-36.27,TRADE
VIC1,25/03/2023 15:20,3217.37,-34.53,TRADE
VIC1,25/03/2023 15:25,3223.49,-5.53,TRADE
VIC1,25/03/2023 15:30,3270.52,16.15,TRADE
VIC1,25/03/2023 15:35,3295.36,8.94,TRADE
VIC1,25/03/2023 15:40,3360.05,-20,TRADE
VIC1,25/03/2023 15:45,3423.81,-19.99,TRADE
VIC1,25/03/2023 15:50,3452.63,-1.42,TRADE
VIC1,25/03/2023 15:55,3490.94,51.42,TRADE
VIC1,25/03/2023 16:00,3575.6,62.13,TRADE
VIC1,25/03/2023 16:05,3580.47,29.23,TRADE
VIC1,25/03/2023 16:10,3625.21,26.27,TRADE
VIC1,25/03/2023 16:15,3704.18,27.13,TRADE
VIC1,25/03/2023 16:20,3734.92,26.53,TRADE
VIC1,25/03/2023 16:25,3828.2,51.11,TRADE
VIC1,25/03/2023 16:30,3974.46,57.61,TRADE
VIC1,25/03/2023 16:35,4086.03,56.29,TRADE
VIC1,25/03/2023 16:40,4093.07,54.58,TRADE
VIC1,25/03/2023 16:45,4261.98,60.43,TRADE
VIC1,25/03/2023 16:50,4360.86,75.66,TRADE
VIC1,25/03/2023 16:55,4410.58,85.63,TRADE
VIC1,25/03/2023 17:00,4429.6,90.26,TRADE
VIC1,25/03/2023 17:05,4442.38,82.35,TRADE
VIC1,25/03/2023 17:10,4480.65,90.26,TRADE
VIC1,25/03/2023 17:15,4490.05,112.23,TRADE
VIC1,25/03/2023 17:20,4535.33,123.35,TRADE
VIC1,25/03/2023 17:25,4564.19,130.04,TRADE
VIC1,25/03/2023 17:30,4575.56,155.29,TRADE
VIC1,25/03/2023 17:35,4569.73,144.18,TRADE
VIC1,25/03/2023 17:40,4548.28,130.04,TRADE
VIC1,25/03/2023 17:45,4607.69,130.04,TRADE
VIC1,25/03/2023 17:50,4656.36,130.04,TRADE
VIC1,25/03/2023 17:55,4683.26,130.04,TRADE
VIC1,25/03/2023 18:00,4725.56,149.45,TRADE
VIC1,25/03/2023 18:05,4714.4,110.5,TRADE
VIC1,25/03/2023 18:10,4737.36,130.04,TRADE
VIC1,25/03/2023 18:15,4747.57,130.04,TRADE
VIC1,25/03/2023 18:20,4765.63,110.5,TRADE
VIC1,25/03/2023 18:25,4773,110.05,TRADE
VIC1,25/03/2023 18:30,4767.72,109.63,TRADE
VIC1,25/03/2023 18:35,4778.97,101.93,TRADE
VIC1,25/03/2023 18:40,4753.41,90.26,TRADE
VIC1,25/03/2023 18:45,4769.13,90.26,TRADE
VIC1,25/03/2023 18:50,4773.85,87.56,TRADE
VIC1,25/03/2023 18:55,4800.85,90.26,TRADE
VIC1,25/03/2023 19:00,4803.8,86.99,TRADE
VIC1,25/03/2023 19:05,4787.54,86.75,TRADE
VIC1,25/03/2023 19:10,4772.48,88.43,TRADE
VIC1,25/03/2023 19:15,4742.57,87.64,TRADE
VIC1,25/03/2023 19:20,4785.52,86.87,TRADE
VIC1,25/03/2023 19:25,4749.18,79.72,TRADE
VIC1,25/03/2023 19:30,4755.48,81.31,TRADE
VIC1,25/03/2023 19:35,4764.98,85.28,TRADE
VIC1,25/03/2023 19:40,4683.7,82.54,TRADE
VIC1,25/03/2023 19:45,4727.4,82.13,TRADE
VIC1,25/03/2023 19:50,4733.5,81.77,TRADE
VIC1,25/03/2023 19:55,4729.07,81.31,TRADE
VIC1,25/03/2023 20:00,4654.13,80.11,TRADE
VIC1,25/03/2023 20:05,4617.12,82.34,TRADE
VIC1,25/03/2023 20:10,4601.47,81.92,TRADE
VIC1,25/03/2023 20:15,4542.58,81.19,TRADE
VIC1,25/03/2023 20:20,4571.01,81.51,TRADE
VIC1,25/03/2023 20:25,4547.15,80.9,TRADE
VIC1,25/03/2023 20:30,4521.7,79.71,TRADE
VIC1,25/03/2023 20:35,4574.35,80.9,TRADE
VIC1,25/03/2023 20:40,4563.28,81.72,TRADE
VIC1,25/03/2023 20:45,4532.37,81.72,TRADE
VIC1,25/03/2023 20:50,4493.63,81.09,TRADE
VIC1,25/03/2023 20:55,4427.32,76.41,TRADE
VIC1,25/03/2023 21:00,4463.52,80.73,TRADE
VIC1,25/03/2023 21:05,4460.63,81.19,TRADE
VIC1,25/03/2023 21:10,4394.27,80.74,TRADE
VIC1,25/03/2023 21:15,4389.31,77.03,TRADE
VIC1,25/03/2023 21:20,4390.79,77.53,TRADE
VIC1,25/03/2023 21:25,4335.33,76.95,TRADE
VIC1,25/03/2023 21:30,4361.63,80.93,TRADE
VIC1,25/03/2023 21:35,4307.13,78,TRADE
VIC1,25/03/2023 21:40,4218.91,77.36,TRADE
VIC1,25/03/2023 21:45,4241.05,78.46,TRADE
VIC1,25/03/2023 21:50,4185.04,79.46,TRADE
VIC1,25/03/2023 21:55,4151.99,78.81,TRADE
VIC1,25/03/2023 22:00,4215.27,81.31,TRADE
VIC1,25/03/2023 22:05,4124.78,80.52,TRADE
VIC1,25/03/2023 22:10,4225.83,82.02,TRADE
VIC1,25/03/2023 22:15,4253.12,83.58,TRADE
VIC1,25/03/2023 22:20,4236.94,83.44,TRADE
VIC1,25/03/2023 22:25,4223.75,83.42,TRADE
VIC1,25/03/2023 22:30,4154.53,81.45,TRADE
VIC1,25/03/2023 22:35,4161.74,82.35,TRADE
VIC1,25/03/2023 22:40,4193.97,86.38,TRADE
VIC1,25/03/2023 22:45,4185.39,84.2,TRADE
VIC1,25/03/2023 22:50,4122.3,83.42,TRADE
VIC1,25/03/2023 22:55,4065.22,81.33,TRADE
VIC1,25/03/2023 23:00,4172.33,84.08,TRADE
VIC1,25/03/2023 23:05,4161.41,84.86,TRADE
VIC1,25/03/2023 23:10,4348.86,88.21,TRADE
VIC1,25/03/2023 23:15,4390.08,88.98,TRADE
VIC1,25/03/2023 23:20,4326.42,86.99,TRADE
VIC1,25/03/2023 23:25,4356.65,86.92,TRADE
VIC1,25/03/2023 23:30,4361.73,89.84,TRADE
VIC1,25/03/2023 23:35,4362.51,90.26,TRADE
VIC1,25/03/2023 23:40,4311.86,88.69,TRADE
VIC1,25/03/2023 23:45,4192.06,83.78,TRADE
VIC1,25/03/2023 23:50,4198.88,88.24,TRADE
VIC1,25/03/2023 23:55,4224.11,88.11,TRADE
VIC1,26/03/2023 0:00,4183.42,79.72,TRADE
VIC1,26/03/2023 0:05,4144,88.44,TRADE
VIC1,26/03/2023 0:10,4173.01,89.33,TRADE
VIC1,26/03/2023 0:15,4073.37,88.46,TRADE
VIC1,26/03/2023 0:20,4042.05,87.6,TRADE
VIC1,26/03/2023 0:25,4032.94,86.47,TRADE
VIC1,26/03/2023 0:30,4015.05,81.32,TRADE
VIC1,26/03/2023 0:35,3997.42,84.85,TRADE
VIC1,26/03/2023 0:40,4004.07,86.12,TRADE
VIC1,26/03/2023 0:45,3968.37,84.03,TRADE
VIC1,26/03/2023 0:50,3935.48,79.71,TRADE
VIC1,26/03/2023 0:55,3927.62,79.71,TRADE
VIC1,26/03/2023 1:00,3900.42,79.72,TRADE
VIC1,26/03/2023 1:05,3906.48,79.71,TRADE
VIC1,26/03/2023 1:10,3871.6,63.55,TRADE
VIC1,26/03/2023 1:15,3853.77,62.9,TRADE
VIC1,26/03/2023 1:20,3844.96,62.86,TRADE
VIC1,26/03/2023 1:25,3773.4,62.28,TRADE
VIC1,26/03/2023 1:30,3768.5,62.63,TRADE
VIC1,26/03/2023 1:35,3776.34,62.5,TRADE
VIC1,26/03/2023 1:40,3739.8,55.01,TRADE
VIC1,26/03/2023 1:45,3709.55,50.64,TRADE
VIC1,26/03/2023 1:50,3684.68,47.6,TRADE
VIC1,26/03/2023 1:55,3671.32,46.67,TRADE
VIC1,26/03/2023 2:00,3673.08,46.03,TRADE
VIC1,26/03/2023 2:05,3662.43,52.89,TRADE
VIC1,26/03/2023 2:10,3636.52,52.77,TRADE
VIC1,26/03/2023 2:15,3635.31,47.12,TRADE
VIC1,26/03/2023 2:20,3638.12,48.11,TRADE
VIC1,26/03/2023 2:25,3655.28,52.12,TRADE
VIC1,26/03/2023 2:30,3650.79,47.18,TRADE
VIC1,26/03/2023 2:35,3618.87,47.26,TRADE
VIC1,26/03/2023 2:40,3620.72,51.78,TRADE
VIC1,26/03/2023 2:45,3621.43,55.15,TRADE
VIC1,26/03/2023 2:50,3621.95,47.69,TRADE
VIC1,26/03/2023 2:55,3595.74,48.46,TRADE
VIC1,26/03/2023 3:00,3601.92,48.83,TRADE
VIC1,26/03/2023 3:05,3610.49,49.34,TRADE
VIC1,26/03/2023 3:10,3617.97,52.7,TRADE
VIC1,26/03/2023 3:15,3602.99,57.34,TRADE
VIC1,26/03/2023 3:20,3602.53,60.62,TRADE
VIC1,26/03/2023 3:25,3590.63,57.41,TRADE
VIC1,26/03/2023 3:30,3658.85,60.66,TRADE
VIC1,26/03/2023 3:35,3611.65,57.84,TRADE
VIC1,26/03/2023 3:40,3623,61.44,TRADE
VIC1,26/03/2023 3:45,3646.41,59.38,TRADE
VIC1,26/03/2023 3:50,3659.94,62.29,TRADE
VIC1,26/03/2023 3:55,3653.76,59.94,TRADE
VIC1,26/03/2023 4:00,3662.65,63.26,TRADE
VIC1,26/03/2023 4:05,3673.96,62.94,TRADE
VIC1,26/03/2023 4:10,3714.68,67.92,TRADE
VIC1,26/03/2023 4:15,3692.06,73.73,TRADE
VIC1,26/03/2023 4:20,3700.16,75.65,TRADE
VIC1,26/03/2023 4:25,3683.01,79.09,TRADE
VIC1,26/03/2023 4:30,3712.18,82.33,TRADE
VIC1,26/03/2023 4:35,3733.56,81.03,TRADE
VIC1,26/03/2023 4:40,3755.11,84.78,TRADE
VIC1,26/03/2023 4:45,3742.28,79.72,TRADE
VIC1,26/03/2023 4:50,3746.22,79.71,TRADE
VIC1,26/03/2023 4:55,3767.46,79.72,TRADE
VIC1,26/03/2023 5:00,3744.82,79.71,TRADE
VIC1,26/03/2023 5:05,3793.9,85.78,TRADE
VIC1,26/03/2023 5:10,3830.09,84.65,TRADE
VIC1,26/03/2023 5:15,3831.91,86.51,TRADE
VIC1,26/03/2023 5:20,3845.54,86.54,TRADE
VIC1,26/03/2023 5:25,3852.29,87.44,TRADE
VIC1,26/03/2023 5:30,3864.64,87.49,TRADE
VIC1,26/03/2023 5:35,3889.13,88.98,TRADE
VIC1,26/03/2023 5:40,3919.4,89.81,TRADE
VIC1,26/03/2023 5:45,3956.86,90.26,TRADE
VIC1,26/03/2023 5:50,3952.23,88.65,TRADE
VIC1,26/03/2023 5:55,3979.33,90.26,TRADE
VIC1,26/03/2023 6:00,4014.67,90.26,TRADE
VIC1,26/03/2023 6:05,4093.95,90.26,TRADE
VIC1,26/03/2023 6:10,4080.68,90.26,TRADE
VIC1,26/03/2023 6:15,4171.66,90.26,TRADE
VIC1,26/03/2023 6:20,4183.41,90.26,TRADE
VIC1,26/03/2023 6:25,4112.92,90.26,TRADE
VIC1,26/03/2023 6:30,4187.81,90.26,TRADE
VIC1,26/03/2023 6:35,4242.73,90.26,TRADE
VIC1,26/03/2023 6:40,4247.32,90.26,TRADE
VIC1,26/03/2023 6:45,4262,90.26,TRADE
VIC1,26/03/2023 6:50,4255.9,90.26,TRADE
VIC1,26/03/2023 6:55,4158.35,90.26,TRADE
VIC1,26/03/2023 7:00,4217,90.26,TRADE
VIC1,26/03/2023 7:05,4124.61,83,TRADE
VIC1,26/03/2023 7:10,4115.92,90.26,TRADE
VIC1,26/03/2023 7:15,4233.54,90.26,TRADE
VIC1,26/03/2023 7:20,4219.05,90.26,TRADE
VIC1,26/03/2023 7:25,4249.71,79.72,TRADE
VIC1,26/03/2023 7:30,4281.63,90.26,TRADE
VIC1,26/03/2023 7:35,4235.49,83.27,TRADE
VIC1,26/03/2023 7:40,4235.56,93.24,TRADE
VIC1,26/03/2023 7:45,4137.72,79.72,TRADE
VIC1,26/03/2023 7:50,4116.98,73.4,TRADE
VIC1,26/03/2023 7:55,4125.31,79.71,TRADE
VIC1,26/03/2023 8:00,4159.92,79.72,TRADE
VIC1,26/03/2023 8:05,4174.59,90.26,TRADE
VIC1,26/03/2023 8:10,4252.28,103.72,TRADE
VIC1,26/03/2023 8:15,4233.86,79.71,TRADE
VIC1,26/03/2023 8:20,4125.84,74.05,TRADE
VIC1,26/03/2023 8:25,4191.43,91.18,TRADE
VIC1,26/03/2023 8:30,4156.34,79.72,TRADE
VIC1,26/03/2023 8:35,4115.85,79.66,TRADE
VIC1,26/03/2023 8:40,4110.98,74.7,TRADE
VIC1,26/03/2023 8:45,4015,78.36,TRADE
VIC1,26/03/2023 8:50,4019.71,65.55,TRADE
VIC1,26/03/2023 8:55,3990.53,19.11,TRADE
VIC1,26/03/2023 9:00,3977.19,19.11,TRADE
VIC1,26/03/2023 9:05,3990.09,75.8,TRADE
VIC1,26/03/2023 9:10,4043,79.71,TRADE
VIC1,26/03/2023 9:15,3995.05,75.78,TRADE
VIC1,26/03/2023 9:20,3921.11,74.75,TRADE
VIC1,26/03/2023 9:25,3977.01,74.26,TRADE
VIC1,26/03/2023 9:30,3912.92,74.88,TRADE
VIC1,26/03/2023 9:35,3855.08,65.12,TRADE
VIC1,26/03/2023 9:40,3865.72,67.35,TRADE
VIC1,26/03/2023 9:45,3799.06,24.07,TRADE
VIC1,26/03/2023 9:50,3781.58,23.75,TRADE
VIC1,26/03/2023 9:55,3839.85,38.69,TRADE
VIC1,26/03/2023 10:00,3799.34,19.11,TRADE
VIC1,26/03/2023 10:05,3749.45,62.72,TRADE
VIC1,26/03/2023 10:10,3786.68,66.54,TRADE
VIC1,26/03/2023 10:15,3721.49,15.58,TRADE
VIC1,26/03/2023 10:20,3659.1,22.77,TRADE
VIC1,26/03/2023 10:25,3678.2,46.3,TRADE
VIC1,26/03/2023 10:30,3515.25,26.72,TRADE
VIC1,26/03/2023 10:35,3580.13,26.73,TRADE
VIC1,26/03/2023 10:40,3503.8,19.11,TRADE
VIC1,26/03/2023 10:45,3461.4,12.27,TRADE
VIC1,26/03/2023 10:50,3387.47,8.94,TRADE
VIC1,26/03/2023 10:55,3418.31,25.31,TRADE
VIC1,26/03/2023 11:00,3407.9,19.11,TRADE
VIC1,26/03/2023 11:05,3414.81,20.81,TRADE
VIC1,26/03/2023 11:10,3418,5.01,TRADE
VIC1,26/03/2023 11:15,3372.93,20.51,TRADE
VIC1,26/03/2023 11:20,3397.9,24.87,TRADE
VIC1,26/03/2023 11:25,3436.49,34.69,TRADE
VIC1,26/03/2023 11:30,3568.62,42.7,TRADE
VIC1,26/03/2023 11:35,3531.24,34.6,TRADE
VIC1,26/03/2023 11:40,3515.21,32.58,TRADE
VIC1,26/03/2023 11:45,3587.85,74.5,TRADE
VIC1,26/03/2023 11:50,3640.55,66.39,TRADE
VIC1,26/03/2023 11:55,3671.07,66.61,TRADE
VIC1,26/03/2023 12:00,3704.24,67.85,TRADE
VIC1,26/03/2023 12:05,3746.25,79.07,TRADE
VIC1,26/03/2023 12:10,3647.96,66.02,TRADE
VIC1,26/03/2023 12:15,3680.11,65.84,TRADE
VIC1,26/03/2023 12:20,3754.07,57.41,TRADE
VIC1,26/03/2023 12:25,3749.52,65.03,TRADE
VIC1,26/03/2023 12:30,3693.58,64.94,TRADE
VIC1,26/03/2023 12:35,3732.46,42.48,TRADE
VIC1,26/03/2023 12:40,3699.62,65.12,TRADE
VIC1,26/03/2023 12:45,3696.18,65,TRADE
VIC1,26/03/2023 12:50,3677.32,66.16,TRADE
VIC1,26/03/2023 12:55,3602.41,66.85,TRADE
VIC1,26/03/2023 13:00,3638.23,66.95,TRADE
VIC1,26/03/2023 13:05,3596.55,66.36,TRADE
VIC1,26/03/2023 13:10,3549.64,65.07,TRADE
VIC1,26/03/2023 13:15,3519.52,64.46,TRADE
VIC1,26/03/2023 13:20,3547.98,34.17,TRADE
VIC1,26/03/2023 13:25,3577.38,79.09,TRADE
VIC1,26/03/2023 13:30,3593.65,66.59,TRADE
VIC1,26/03/2023 13:35,3547.79,71.39,TRADE
VIC1,26/03/2023 13:40,3609.54,65.65,TRADE
VIC1,26/03/2023 13:45,3648.18,73.69,TRADE
VIC1,26/03/2023 13:50,3542.32,66.42,TRADE
VIC1,26/03/2023 13:55,3533.58,63.93,TRADE
VIC1,26/03/2023 14:00,3505.51,74.18,TRADE
VIC1,26/03/2023 14:05,3492.41,61.72,TRADE
VIC1,26/03/2023 14:10,3447.11,61.4,TRADE
VIC1,26/03/2023 14:15,3426.34,60.89,TRADE
VIC1,26/03/2023 14:20,3513.7,63.6,TRADE
VIC1,26/03/2023 14:25,3605.25,78.21,TRADE
VIC1,26/03/2023 14:30,3642.98,65.73,TRADE
VIC1,26/03/2023 14:35,3614.26,64.39,TRADE
VIC1,26/03/2023 14:40,3754.06,83.53,TRADE
VIC1,26/03/2023 14:45,3799.81,80.9,TRADE
VIC1,26/03/2023 14:50,3913.55,90.26,TRADE
VIC1,26/03/2023 14:55,3980.04,90.26,TRADE
VIC1,26/03/2023 15:00,3937.3,89.4,TRADE
VIC1,26/03/2023 15:05,3961.11,84.59,TRADE
VIC1,26/03/2023 15:10,4035.17,90.26,TRADE
VIC1,26/03/2023 15:15,4044.41,90.26,TRADE
VIC1,26/03/2023 15:20,4055.65,86.26,TRADE
VIC1,26/03/2023 15:25,4094.79,89.89,TRADE
VIC1,26/03/2023 15:30,4144.94,90.26,TRADE
VIC1,26/03/2023 15:35,4203.81,90.26,TRADE
VIC1,26/03/2023 15:40,4266.63,90.26,TRADE
VIC1,26/03/2023 15:45,4244.65,94.69,TRADE
VIC1,26/03/2023 15:50,4279.31,96.18,TRADE
VIC1,26/03/2023 15:55,4419.73,96.38,TRADE
VIC1,26/03/2023 16:00,4432.71,99.74,TRADE
VIC1,26/03/2023 16:05,4409.63,90.26,TRADE
VIC1,26/03/2023 16:10,4487.05,90.26,TRADE
VIC1,26/03/2023 16:15,4562.35,106.03,TRADE
VIC1,26/03/2023 16:20,4593.96,130.04,TRADE
VIC1,26/03/2023 16:25,4609.65,130.04,TRADE
VIC1,26/03/2023 16:30,4627.26,162.02,TRADE
VIC1,26/03/2023 16:35,4638.4,128.85,TRADE
VIC1,26/03/2023 16:40,4724.89,130.04,TRADE
VIC1,26/03/2023 16:45,4762.52,130.04,TRADE
VIC1,26/03/2023 16:50,4749.08,130.04,TRADE
VIC1,26/03/2023 16:55,4817.71,130.04,TRADE
VIC1,26/03/2023 17:00,4904.82,148.48,TRADE
VIC1,26/03/2023 17:05,4924.81,119.62,TRADE
VIC1,26/03/2023 17:10,4960.85,130.04,TRADE
VIC1,26/03/2023 17:15,4950.28,133.82,TRADE
VIC1,26/03/2023 17:20,4974.73,162.02,TRADE
VIC1,26/03/2023 17:25,5030.07,229.35,TRADE
VIC1,26/03/2023 17:30,5047.93,228.34,TRADE
VIC1,26/03/2023 17:35,4974.9,162.02,TRADE
VIC1,26/03/2023 17:40,5034.39,162.02,TRADE
VIC1,26/03/2023 17:45,5075.63,228.76,TRADE
VIC1,26/03/2023 17:50,5032.45,229.62,TRADE
VIC1,26/03/2023 17:55,5026.79,227.74,TRADE
VIC1,26/03/2023 18:00,5013.58,256.34,TRADE
VIC1,26/03/2023 18:05,5010.59,248.36,TRADE
VIC1,26/03/2023 18:10,5003.97,254.06,TRADE
VIC1,26/03/2023 18:15,5081.97,258.99,TRADE
VIC1,26/03/2023 18:20,5109.17,259.23,TRADE
VIC1,26/03/2023 18:25,5026.27,254.54,TRADE
VIC1,26/03/2023 18:30,5087.42,261.84,TRADE
VIC1,26/03/2023 18:35,5067.5,261.92,TRADE
VIC1,26/03/2023 18:40,5076.13,261.63,TRADE
VIC1,26/03/2023 18:45,5070.56,256.82,TRADE
VIC1,26/03/2023 18:50,4989.88,254.1,TRADE
VIC1,26/03/2023 18:55,4980.86,240.25,TRADE
VIC1,26/03/2023 19:00,4952.59,172.18,TRADE
VIC1,26/03/2023 19:05,5001.49,268.93,TRADE
VIC1,26/03/2023 19:10,5003.87,162.02,TRADE
VIC1,26/03/2023 19:15,4961.56,179.76,TRADE
VIC1,26/03/2023 19:20,4962.53,162.02,TRADE
VIC1,26/03/2023 19:25,4931.05,130.04,TRADE
VIC1,26/03/2023 19:30,4904.5,126.39,TRADE
VIC1,26/03/2023 19:35,4824.13,130.04,TRADE
VIC1,26/03/2023 19:40,4837.38,123.03,TRADE
VIC1,26/03/2023 19:45,4847.07,128.74,TRADE
VIC1,26/03/2023 19:50,4814.76,109.55,TRADE
VIC1,26/03/2023 19:55,4788.93,109.31,TRADE
VIC1,26/03/2023 20:00,4796.52,105.07,TRADE
